timestamp,Date,CarCount,BikeCount,BusCount,TruckCount,Total,hour,day_of_week
2018-10-20 16:00:00,160,591,133,76,57,857,16,5
2018-10-20 17:00:00,160,524,121,90,64,799,17,5
2018-10-20 18:00:00,160,587,128,71,70,856,18,5
2018-10-20 19:00:00,160,303,50,26,150,529,19,5
2018-10-20 20:00:00,160,305,27,14,158,504,20,5
2018-10-20 21:00:00,160,244,37,30,168,479,21,5
2018-10-20 22:00:00,160,102,18,3,187,310,22,5
2018-10-20 23:00:00,160,101,15,8,207,331,23,5
2018-10-21 00:00:00,168,108,20,9,215,352,0,6
2018-10-21 01:00:00,168,121,4,7,219,351,1,6
2018-10-21 02:00:00,168,108,15,5,202,330,2,6
2018-10-21 03:00:00,168,91,11,4,209,315,3,6
2018-10-21 04:00:00,168,618,75,39,150,882,4,6
2018-10-21 05:00:00,168,639,77,56,106,878,5,6
2018-10-21 06:00:00,168,833,165,197,49,1244,6,6
2018-10-21 07:00:00,168,971,162,202,46,1381,7,6
2018-10-21 08:00:00,168,980,175,225,59,1439,8,6
2018-10-21 09:00:00,168,495,109,165,109,878,9,6
2018-10-21 10:00:00,168,555,92,175,146,968,10,6
2018-10-21 11:00:00,168,386,66,53,215,720,11,6
2018-10-21 12:00:00,168,337,37,74,234,682,12,6
2018-10-21 13:00:00,168,446,124,152,176,898,13,6
2018-10-21 14:00:00,168,412,96,111,149,768,14,6
2018-10-21 15:00:00,168,626,128,112,112,978,15,6
2018-10-21 16:00:00,168,1016,164,262,94,1536,16,6
2018-10-21 17:00:00,168,955,149,273,103,1480,17,6
2018-10-21 18:00:00,168,842,130,213,146,1331,18,6
2018-10-21 19:00:00,168,663,99,109,165,1036,19,6
2018-10-21 20:00:00,168,614,98,95,147,954,20,6
2018-10-21 21:00:00,168,537,73,81,195,886,21,6
2018-10-21 22:00:00,168,106,20,8,227,361,22,6
2018-10-21 23:00:00,168,92,14,9,216,331,23,6
2018-10-22 00:00:00,176,75,14,7,225,321,0,0
2018-10-22 01:00:00,176,106,16,7,203,332,1,0
2018-10-22 02:00:00,176,99,17,8,231,355,2,0
2018-10-22 03:00:00,176,103,12,9,244,368,3,0
2018-10-22 04:00:00,176,548,103,26,141,818,4,0
2018-10-22 05:00:00,176,686,115,58,120,979,5,0
2018-10-22 06:00:00,176,1023,180,207,42,1452,6,0
2018-10-22 07:00:00,176,997,202,184,59,1442,7,0
2018-10-22 08:00:00,176,927,212,206,49,1394,8,0
2018-10-22 09:00:00,176,459,83,150,120,812,9,0
2018-10-22 10:00:00,176,389,102,134,154,779,10,0
2018-10-22 11:00:00,176,342,51,63,207,663,11,0
2018-10-22 12:00:00,176,443,48,58,217,766,12,0
2018-10-22 13:00:00,176,462,112,129,151,854,13,0
2018-10-22 14:00:00,176,415,136,217,120,888,14,0
2018-10-22 15:00:00,176,593,99,181,130,1003,15,0
2018-10-22 16:00:00,176,1095,168,256,88,1607,16,0
2018-10-22 17:00:00,176,1013,171,251,88,1523,17,0
2018-10-22 18:00:00,176,928,152,207,138,1425,18,0
2018-10-22 19:00:00,176,587,87,115,137,926,19,0
2018-10-22 20:00:00,176,738,89,123,142,1092,20,0
2018-10-22 21:00:00,176,543,86,89,176,894,21,0
2018-10-22 22:00:00,176,97,15,8,275,395,22,0
2018-10-22 23:00:00,176,94,15,4,226,339,23,0
2018-10-23 00:00:00,184,104,10,5,191,310,0,1
2018-10-23 01:00:00,184,93,14,9,213,329,1,1
2018-10-23 02:00:00,184,80,13,6,225,324,2,1
2018-10-23 03:00:00,184,91,13,9,206,319,3,1
2018-10-23 04:00:00,184,494,77,30,115,716,4,1
2018-10-23 05:00:00,184,690,74,41,88,893,5,1
2018-10-23 06:00:00,184,924,217,205,46,1392,6,1
2018-10-23 07:00:00,184,905,198,209,31,1343,7,1
2018-10-23 08:00:00,184,957,187,195,39,1378,8,1
2018-10-23 09:00:00,184,625,90,151,122,988,9,1
2018-10-23 10:00:00,184,458,61,137,135,791,10,1
2018-10-23 11:00:00,184,322,45,68,218,653,11,1
2018-10-23 12:00:00,184,325,54,71,235,685,12,1
2018-10-23 13:00:00,184,551,82,145,129,907,13,1
2018-10-23 14:00:00,184,391,116,156,149,812,14,1
2018-10-23 15:00:00,184,465,108,155,100,828,15,1
2018-10-23 16:00:00,184,939,188,195,88,1410,16,1
2018-10-23 17:00:00,184,1016,193,226,100,1535,17,1
2018-10-23 18:00:00,184,822,117,199,109,1247,18,1
2018-10-23 19:00:00,184,538,113,119,210,980,19,1
2018-10-23 20:00:00,184,634,112,115,168,1029,20,1
2018-10-23 21:00:00,184,608,102,86,212,1008,21,1
2018-10-23 22:00:00,184,105,11,7,215,338,22,1
2018-10-23 23:00:00,184,90,16,5,229,340,23,1
2018-10-24 00:00:00,192,112,15,6,219,352,0,2
2018-10-24 01:00:00,192,89,16,6,226,337,1,2
2018-10-24 02:00:00,192,100,19,8,233,360,2,2
2018-10-24 03:00:00,192,88,17,6,213,324,3,2
2018-10-24 04:00:00,192,573,59,25,144,801,4,2
2018-10-24 05:00:00,192,650,103,51,109,913,5,2
2018-10-24 06:00:00,192,904,196,202,45,1347,6,2
2018-10-24 07:00:00,192,891,168,206,50,1315,7,2
2018-10-24 08:00:00,192,968,188,213,49,1418,8,2
2018-10-24 09:00:00,192,478,98,152,91,819,9,2
2018-10-24 10:00:00,192,498,108,136,160,902,10,2
2018-10-24 11:00:00,192,418,55,53,225,751,11,2
2018-10-24 12:00:00,192,322,46,50,217,635,12,2
2018-10-24 13:00:00,192,404,105,175,109,793,13,2
2018-10-24 14:00:00,192,367,142,148,141,798,14,2
2018-10-24 15:00:00,192,630,102,122,138,992,15,2
2018-10-24 16:00:00,192,953,156,273,86,1468,16,2
2018-10-24 17:00:00,192,1015,168,215,88,1486,17,2
2018-10-24 18:00:00,192,785,140,187,122,1234,18,2
2018-10-24 19:00:00,192,614,124,100,196,1034,19,2
2018-10-24 20:00:00,192,581,123,104,163,971,20,2
2018-10-24 21:00:00,192,587,89,88,209,973,21,2
2018-10-24 22:00:00,192,102,15,2,201,320,22,2
2018-10-24 23:00:00,192,122,9,5,225,361,23,2
2018-10-25 00:00:00,200,95,14,7,211,327,0,3
2018-10-25 01:00:00,200,126,12,4,211,353,1,3
2018-10-25 02:00:00,200,96,9,6,252,363,2,3
2018-10-25 03:00:00,200,105,14,7,282,408,3,3
2018-10-25 04:00:00,200,583,59,25,166,833,4,3
2018-10-25 05:00:00,200,626,95,38,123,882,5,3
2018-10-25 06:00:00,200,961,171,239,57,1428,6,3
2018-10-25 07:00:00,200,920,202,195,50,1367,7,3
2018-10-25 08:00:00,200,942,149,215,40,1346,8,3
2018-10-25 09:00:00,200,595,93,171,114,973,9,3
2018-10-25 10:00:00,200,420,114,119,132,785,10,3
2018-10-25 11:00:00,200,338,44,71,224,677,11,3
2018-10-25 12:00:00,200,421,62,46,229,758,12,3
2018-10-25 13:00:00,200,379,107,131,144,761,13,3
2018-10-25 14:00:00,200,416,107,175,147,845,14,3
2018-10-25 15:00:00,200,564,121,141,107,933,15,3
2018-10-25 16:00:00,200,1005,115,261,98,1479,16,3
2018-10-25 17:00:00,200,1035,172,174,83,1464,17,3
2018-10-25 18:00:00,200,931,133,216,113,1393,18,3
2018-10-25 19:00:00,200,601,93,122,180,996,19,3
2018-10-25 20:00:00,200,632,127,120,146,1025,20,3
2018-10-25 21:00:00,200,631,71,95,194,991,21,3
2018-10-25 22:00:00,200,87,13,7,201,308,22,3
2018-10-25 23:00:00,200,107,14,5,214,340,23,3
2018-10-26 00:00:00,208,99,14,9,230,352,0,4
2018-10-26 01:00:00,208,83,14,5,206,308,1,4
2018-10-26 02:00:00,208,107,15,6,241,369,2,4
2018-10-26 03:00:00,208,104,14,5,222,345,3,4
2018-10-26 04:00:00,208,548,58,28,169,803,4,4
2018-10-26 05:00:00,208,541,94,44,90,769,5,4
2018-10-26 06:00:00,208,931,195,230,61,1417,6,4
2018-10-26 07:00:00,208,967,166,203,47,1383,7,4
2018-10-26 08:00:00,208,991,161,264,40,1456,8,4
2018-10-26 09:00:00,208,507,90,175,92,864,9,4
2018-10-26 10:00:00,208,401,76,161,139,777,10,4
2018-10-26 11:00:00,208,334,46,51,215,646,11,4
2018-10-26 12:00:00,208,365,57,49,232,703,12,4
2018-10-26 13:00:00,208,503,91,159,124,877,13,4
2018-10-26 14:00:00,208,528,138,227,131,1024,14,4
2018-10-26 15:00:00,208,566,130,138,100,934,15,4
2018-10-26 16:00:00,208,1039,152,246,83,1520,16,4
2018-10-26 17:00:00,208,947,187,250,105,1489,17,4
2018-10-26 18:00:00,208,907,163,212,100,1382,18,4
2018-10-26 19:00:00,208,652,90,110,175,1027,19,4
2018-10-26 20:00:00,208,700,101,109,171,1081,20,4
2018-10-26 21:00:00,208,630,98,84,220,1032,21,4
2018-10-26 22:00:00,208,90,21,5,226,342,22,4
2018-10-26 23:00:00,208,113,9,5,195,322,23,4
2018-10-27 00:00:00,216,103,15,6,231,355,0,5
2018-10-27 01:00:00,216,96,19,3,232,350,1,5
2018-10-27 02:00:00,216,97,11,7,238,353,2,5
2018-10-27 03:00:00,216,97,18,6,196,317,3,5
2018-10-27 04:00:00,216,346,41,28,267,682,4,5
2018-10-27 05:00:00,216,474,92,28,254,848,5,5
2018-10-27 06:00:00,216,491,86,20,197,794,6,5
2018-10-27 07:00:00,216,406,75,25,249,755,7,5
2018-10-27 08:00:00,216,359,86,21,237,703,8,5
2018-10-27 09:00:00,216,991,309,135,50,1485,9,5
2018-10-27 10:00:00,216,1213,375,142,41,1771,10,5
2018-10-27 11:00:00,216,1164,363,97,35,1659,11,5
2018-10-27 12:00:00,216,1055,368,144,37,1604,12,5
2018-10-27 13:00:00,216,1108,373,120,41,1642,13,5
2018-10-27 14:00:00,216,1096,358,104,31,1589,14,5
2018-10-27 15:00:00,216,619,174,101,65,959,15,5
2018-10-27 16:00:00,216,556,139,63,40,798,16,5
2018-10-27 17:00:00,216,580,152,96,57,885,17,5
2018-10-27 18:00:00,216,536,139,58,61,794,18,5
2018-10-27 19:00:00,216,284,46,33,156,519,19,5
2018-10-27 20:00:00,216,276,35,17,164,492,20,5
2018-10-27 21:00:00,216,250,28,24,151,453,21,5
2018-10-27 22:00:00,216,111,12,8,221,352,22,5
2018-10-27 23:00:00,216,104,16,9,217,346,23,5
2018-10-28 00:00:00,224,100,14,5,238,357,0,6
2018-10-28 01:00:00,224,102,10,6,222,340,1,6
2018-10-28 02:00:00,224,112,16,10,248,386,2,6
2018-10-28 03:00:00,224,94,10,7,218,329,3,6
2018-10-28 04:00:00,224,658,69,31,158,916,4,6
2018-10-28 05:00:00,224,658,64,63,146,931,5,6
2018-10-28 06:00:00,224,939,185,174,51,1349,6,6
2018-10-28 07:00:00,224,947,161,189,48,1345,7,6
2018-10-28 08:00:00,224,955,188,201,55,1399,8,6
2018-10-28 09:00:00,224,455,99,145,117,816,9,6
2018-10-28 10:00:00,224,387,94,160,120,761,10,6
2018-10-28 11:00:00,224,347,57,62,223,689,11,6
2018-10-28 12:00:00,224,396,56,64,224,740,12,6
2018-10-28 13:00:00,224,479,132,153,147,911,13,6
2018-10-28 14:00:00,224,326,99,116,133,674,14,6
2018-10-28 15:00:00,224,563,133,143,126,965,15,6
2018-10-28 16:00:00,224,1002,196,261,88,1547,16,6
2018-10-28 17:00:00,224,984,169,190,94,1437,17,6
2018-10-28 18:00:00,224,842,148,202,125,1317,18,6
2018-10-28 19:00:00,224,611,114,104,207,1036,19,6
2018-10-28 20:00:00,224,613,138,103,185,1039,20,6
2018-10-28 21:00:00,224,593,122,88,161,964,21,6
2018-10-28 22:00:00,224,101,15,5,247,368,22,6
2018-10-28 23:00:00,224,99,11,7,200,317,23,6
2018-10-29 00:00:00,232,90,10,7,254,361,0,0
2018-10-29 01:00:00,232,99,11,6,231,347,1,0
2018-10-29 02:00:00,232,109,15,7,228,359,2,0
2018-10-29 03:00:00,232,106,15,6,194,321,3,0
2018-10-29 04:00:00,232,546,65,37,149,797,4,0
2018-10-29 05:00:00,232,651,95,46,141,933,5,0
2018-10-29 06:00:00,232,963,174,216,41,1394,6,0
2018-10-29 07:00:00,232,1006,191,191,59,1447,7,0
2018-10-29 08:00:00,232,971,194,182,63,1410,8,0
2018-10-29 09:00:00,232,491,65,213,99,868,9,0
2018-10-29 10:00:00,232,405,105,162,154,826,10,0
2018-10-29 11:00:00,232,270,47,88,216,621,11,0
2018-10-29 12:00:00,232,453,56,60,222,791,12,0
2018-10-29 13:00:00,232,398,122,118,157,795,13,0
2018-10-29 14:00:00,232,415,100,168,118,801,14,0
2018-10-29 15:00:00,232,493,157,183,130,963,15,0
2018-10-29 16:00:00,232,1006,172,258,98,1534,16,0
2018-10-29 17:00:00,232,1004,148,239,93,1484,17,0
2018-10-29 18:00:00,232,871,122,179,96,1268,18,0
2018-10-29 19:00:00,232,541,115,126,189,971,19,0
2018-10-29 20:00:00,232,597,130,118,170,1015,20,0
2018-10-29 21:00:00,232,553,100,91,182,926,21,0
2018-10-29 22:00:00,232,100,18,4,215,337,22,0
2018-10-29 23:00:00,232,90,13,4,214,321,23,0
2018-10-30 00:00:00,240,105,12,2,223,342,0,1
2018-10-30 01:00:00,240,106,16,5,229,356,1,1
2018-10-30 02:00:00,240,101,12,4,230,347,2,1
2018-10-30 03:00:00,240,96,10,5,215,326,3,1
2018-10-30 04:00:00,240,587,86,39,138,850,4,1
2018-10-30 05:00:00,240,681,63,35,120,899,5,1
2018-10-30 06:00:00,240,955,136,178,54,1323,6,1
2018-10-30 07:00:00,240,1016,186,210,55,1467,7,1
2018-10-30 08:00:00,240,1026,196,243,49,1514,8,1
2018-10-30 09:00:00,240,503,116,144,121,884,9,1
2018-10-30 10:00:00,240,433,86,153,150,822,10,1
2018-10-30 11:00:00,240,293,55,63,217,628,11,1
2018-10-30 12:00:00,240,336,59,74,217,686,12,1
2018-10-30 13:00:00,240,425,100,156,103,784,13,1
2018-10-30 14:00:00,240,487,137,229,146,999,14,1
2018-10-30 15:00:00,240,423,128,129,124,804,15,1
2018-10-30 16:00:00,240,1037,139,257,104,1537,16,1
2018-10-30 17:00:00,240,979,182,240,86,1487,17,1
2018-10-30 18:00:00,240,881,123,184,101,1289,18,1
2018-10-30 19:00:00,240,582,98,107,174,961,19,1
2018-10-30 20:00:00,240,637,121,107,198,1063,20,1
2018-10-30 21:00:00,240,600,97,101,138,936,21,1
2018-10-30 22:00:00,240,106,18,7,199,330,22,1
2018-10-30 23:00:00,240,111,7,1,230,349,23,1
2018-10-31 00:00:00,248,115,10,8,204,337,0,2
2018-10-31 01:00:00,248,97,10,6,225,338,1,2
2018-10-31 02:00:00,248,102,9,7,236,354,2,2
2018-10-31 03:00:00,248,101,15,5,226,347,3,2
2018-10-31 04:00:00,248,522,48,24,150,744,4,2
2018-10-31 05:00:00,248,626,87,54,107,874,5,2
2018-10-31 06:00:00,248,985,201,212,48,1446,6,2
2018-10-31 07:00:00,248,899,161,194,46,1300,7,2
2018-10-31 08:00:00,248,908,200,220,42,1370,8,2
2018-10-31 09:00:00,248,579,94,101,125,899,9,2
2018-10-31 10:00:00,248,387,110,159,113,769,10,2
2018-10-31 11:00:00,248,398,50,64,218,730,11,2
2018-10-31 12:00:00,248,383,57,63,208,711,12,2
2018-10-31 13:00:00,248,512,109,112,160,893,13,2
2018-10-31 14:00:00,248,508,124,101,103,836,14,2
2018-10-31 15:00:00,248,604,107,164,125,1000,15,2
2018-10-31 16:00:00,248,1017,199,296,96,1608,16,2
2018-10-31 17:00:00,248,987,182,241,91,1501,17,2
2018-10-31 18:00:00,248,870,182,224,135,1411,18,2
2018-10-31 19:00:00,248,696,100,114,189,1099,19,2
2018-10-31 20:00:00,248,705,84,110,169,1068,20,2
2018-10-31 21:00:00,248,550,90,81,160,881,21,2
2018-10-31 22:00:00,248,93,21,2,221,337,22,2
2018-10-31 23:00:00,248,94,11,4,244,353,23,2
